date_Hr,value_Hr,startDate_energy,endDate_energy,totalTime_energy,value_energy,id_
2020-04-08 20:52:20,57.0,2020-04-08 21:02:21,2020-04-08 21:03:23,62.0,0.745,227
2020-04-08 20:52:20,57.0,2020-04-08 21:04:45,2020-04-08 21:05:47,62.0,1.472,228
2020-04-08 21:42:14,82.0,2020-04-08 21:41:13,2020-04-08 21:42:15,62.0,0.31,229
2020-04-08 21:43:17,81.0,2020-04-08 21:42:15,2020-04-08 21:43:17,62.0,0.486,230
2020-04-08 21:43:52,88.0,2020-04-08 21:43:17,2020-04-08 21:44:19,62.0,1.034,231
2020-04-08 21:43:52,88.0,2020-04-08 21:45:00,2020-04-08 21:46:02,62.0,0.406,232
2020-04-08 21:43:52,88.0,2020-04-08 21:46:02,2020-04-08 21:47:04,62.0,0.639,233
2020-04-08 21:43:52,88.0,2020-04-08 21:47:04,2020-04-08 21:48:06,62.0,1.385,234
2020-04-08 21:43:52,88.0,2020-04-08 21:48:36,2020-04-08 21:49:38,62.0,0.368,235
2020-04-08 21:43:52,88.0,2020-04-08 21:51:32,2020-04-08 21:52:34,62.0,1.031,236
2020-04-08 21:43:52,88.0,2020-04-08 21:53:25,2020-04-08 21:54:27,62.0,0.5660000000000001,237
2020-04-08 21:43:52,88.0,2020-04-08 21:54:27,2020-04-08 21:55:29,62.0,0.365,238
2020-04-08 21:43:52,88.0,2020-04-08 21:56:10,2020-04-08 21:57:12,62.0,0.688,239
2020-04-08 21:43:52,88.0,2020-04-08 21:57:12,2020-04-08 21:58:14,62.0,0.365,240
2020-04-08 21:43:52,88.0,2020-04-08 21:59:05,2020-04-08 22:00:07,62.0,0.414,241
2020-04-08 22:01:50,74.0,2020-04-08 22:00:48,2020-04-08 22:01:50,62.0,0.526,242
2020-04-08 22:01:50,74.0,2020-04-08 22:10:25,2020-04-08 22:11:27,62.0,0.7,243
2020-04-08 22:01:50,74.0,2020-04-08 22:11:27,2020-04-08 22:12:29,62.0,0.395,244
2020-04-08 22:12:37,60.0,2020-04-08 22:13:30,2020-04-08 22:14:32,62.0,0.32,245
2020-04-08 22:12:37,60.0,2020-04-08 22:14:32,2020-04-08 22:15:34,62.0,0.584,246
2020-04-08 22:12:37,60.0,2020-04-08 22:15:34,2020-04-08 22:16:36,62.0,0.287,247
2020-04-08 22:12:37,60.0,2020-04-08 22:16:36,2020-04-08 22:17:38,62.0,0.669,248
2020-04-08 22:12:37,60.0,2020-04-08 22:17:38,2020-04-08 22:18:40,62.0,0.469,249
2020-04-08 22:12:37,60.0,2020-04-08 22:18:40,2020-04-08 22:19:42,62.0,0.307,250
2020-04-08 22:26:02,62.0,2020-04-08 22:28:38,2020-04-08 22:29:40,62.0,0.365,251
2020-04-08 22:29:56,63.0,2020-04-08 22:30:21,2020-04-08 22:31:23,62.0,0.363,252
